path,license,author,url
models/aggressive_mobs/zombie.blend,CC0,Lucian Pavel,https://opengameart.org/content/mobile-ready-zombie
models/chars/dwarf_male/dwarf_male.blend,CC0,BlayTheNinth; System G6,https://seleneworlds.com; https://opengameart.org/content/modular-rpg-characters
models/chars/human_female/human_female.blend,CC0,System G6,https://opengameart.org/content/modular-rpg-characters
models/chars/human_male/human_male.blend,CC0,System G6,https://opengameart.org/content/modular-rpg-characters
models/chars/lizard/lizard.blend,CC0,BlayTheNinth; System G6,https://seleneworlds.com; https://opengameart.org/content/modular-rpg-characters
models/crafting_stations/anvil/anvil.blend,CC0,jazztickets,https://opengameart.org/content/anvil-3
models/crafting_stations/baking_oven/baking_oven.blend,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-080-c
models/crafting_stations/blast_furnace.blend,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-080-c
models/crafting_stations/carpentry_table/carpentry_table.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/chandler_table/chandler_table.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/furnace/furnace.blend,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-080-c
models/crafting_stations/grindstone.blend,CC0,Daniel Andersson,https://opengameart.org/content/medieval-smith-pack
models/crafting_stations/loom/loom.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/mage_desk/mage_desk.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/millstone.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/oilpress.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/sieve.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/smoker/smoker.blend,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-080-c
models/crafting_stations/spinning_wheel.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/tailoring_table/tailoring_table.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/crafting_stations/tanning_frame/tanning_frame.blend,CC0,Daniel Andersson,https://opengameart.org/content/medieval-props-pack-3
models/crafting_stations/tanning_frame/tanning_frame_empty.blend,CC0,BlayTheNinth; Daniel Andersson,https://seleneworlds.com; https://opengameart.org/content/medieval-props-pack-3
models/crops/cabbage/*,CC0,BlayTheNinth,https://seleneworlds.com
models/crops/carrots/*,CC0,BlayTheNinth; Rattel,https://seleneworlds.com; https://opengameart.org/content/hand-painted-carrot
models/crops/grapes/*,CC0,BlayTheNinth; EasyTree,https://seleneworlds.com; https://extensions.blender.org/add-ons/easy-tree/
models/crops/hops/*,CC0,BlayTheNinth; EasyTree,https://seleneworlds.com; https://extensions.blender.org/add-ons/easy-tree/
models/crops/onions/*,CC0,BlayTheNinth; Rattel,https://seleneworlds.com; https://opengameart.org/content/hand-painted-carrot
models/crops/sugarcanes/*,CC0,BlayTheNinth,https://seleneworlds.com
models/crops/tobacco/*,CC0,BlayTheNinth; EasyTree,https://seleneworlds.com; https://extensions.blender.org/add-ons/easy-tree/
models/crops/tomatoes/*,CC0,BlayTheNinth; EasyTree,https://seleneworlds.com; https://extensions.blender.org/add-ons/easy-tree/
models/crops/wheat/*,CC0,BlayTheNinth; ScratchIO,https://seleneworlds.com; https://opengameart.org/content/2d-cereals
models/foliage/azalea.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/bellflower.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/blue_wildflower.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/bunnytail_grass.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/dry_sprig.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/dry_sprig.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/fern_01.blend,CC0,rubberduck,https://opengameart.org/content/free-plant-pack
models/foliage/fern_02.blend,CC0,rubberduck,https://opengameart.org/content/free-plant-pack
models/foliage/grass_01.blend,CC0,AssetQuest,https://opengameart.org/content/low-poly-halloween-kit
models/foliage/grass_02.blend,CC0,AssetQuest,https://opengameart.org/content/low-poly-halloween-kit
models/foliage/hedge.blend,CC0,Yughues,https://opengameart.org/content/free-hedges
models/foliage/lavender.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/mushrooms/mushroom_01.blend,CC0,JamesWhite,https://opengameart.org/content/mushrooms-1
models/foliage/mushrooms/mushroom_stalk_01.blend,CC0,BlayTheNinth; JamesWhite,https://seleneworlds.com; https://opengameart.org/content/mushrooms-1
models/foliage/reed.blend,CC0,Aredon,https://opengameart.org/content/lowpoly-reed
models/foliage/rosemary.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/snowcandle.blend,CC0,Yughues,https://opengameart.org/content/free-handpainted-plants
models/foliage/sunflowers.blend,CC0,BlayTheNinth; para,https://seleneworlds.com; https://opengameart.org/content/paramecijs-vegetation-base-texture-pack
models/furniture/altar/altar.blend,CC0,eugeneloza,https://opengameart.org/content/opendungeons-altar
models/furniture/barrel/barrel.blend,CC0,mastahcez,https://opengameart.org/content/crate-barrel-bundle
models/furniture/bed/bed.blend,CC0,Clint Bellanger,https://opengameart.org/content/bed-low-poly
models/furniture/bookshelf/bookshelf.blend,CC0,Paul Wortmann,https://opengameart.org/content/old-bookshelf-with-books
models/furniture/candle/candelabrum.blend,CC0,BlayTheNinth; marcoscuro1,https://seleneworlds.com; https://opengameart.org/content/candelabrumfrom-my-game-radyavisions-from-the-past
models/furniture/candle/candelabrum_large.blend,CC0,marcoscuro1,https://opengameart.org/content/candelabrumfrom-my-game-radyavisions-from-the-past
models/furniture/candle/candle_holder.blend,CC0,BlayTheNinth; marcoscuro1,https://seleneworlds.com; https://opengameart.org/content/candelabrumfrom-my-game-radyavisions-from-the-past
models/furniture/candle/candle_stand.blend,CC0,AnyRPG,https://opengameart.org/content/medieval-candles
models/furniture/candle/candle_stick.blend,CC0,AnyRPG,https://opengameart.org/content/medieval-candles
models/furniture/chair/chair.blend,CC0,AnyRPG,https://opengameart.org/content/medieval-furniture-0
models/furniture/chair/fancy_chair.blend,CC0,Colorado Stark,https://opengameart.org/content/chair-2
models/furniture/chest/chest.blend,CC0,KillGorack,https://opengameart.org/content/treasure-chest-6
models/furniture/coffin.blend,CC0,Paul Wortmann,https://opengameart.org/content/coffin-0
models/furniture/fireplace/fireplace.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/furniture/lectern/lectern.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/furniture/lever/lever.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/furniture/millstone.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/furniture/mirror/mirror.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/furniture/painting/painting.blend,CC0,BlayTheNinth; Cethiel,https://seleneworlds.com; https://opengameart.org/content/angel-shield-effect
models/furniture/sculpture/sculpture.blend,CC0,BlayTheNinth; CC0 Textures; AnthonyMyers,https://seleneworlds.com; https://cc0-textures.com/t/st-calacatta-aria-polished-marble; https://opengameart.org/content/sara-3
models/furniture/sieve.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/furniture/stool.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/furniture/table/table.blend,CC0,System G6,https://opengameart.org/content/medieval-tavern-props-pack
models/furniture/table/table_round.blend,CC0,System G6,https://opengameart.org/content/medieval-tavern-props-pack
models/furniture/throne/throne.blend,CC0,eugeneloza,https://opengameart.org/content/opendungeons-redwood-throne
models/furniture/toilet.blend,CC0,BlayTheNinth; jazztickets,https://seleneworlds.com; https://opengameart.org/content/toilet
models/furniture/vase/potted_plant.blend,CC0,BlayTheNinth; rubberduck; rubberduck,https://seleneworlds.com; https://opengameart.org/content/free-plant-pack; https://opengameart.org/content/free-mug-pack-1
models/furniture/vase/vase.blend,CC0,rubberduck,https://opengameart.org/content/free-mug-pack-1
models/furniture/wall_torch/wall_torch.blend,CC0,System G6,https://opengameart.org/content/medieval-tavern-props-pack
models/furniture/wine_barrel/wine_barrel.blend,CC0,BlayTheNinth; mastahcez,https://seleneworlds.com; https://opengameart.org/content/crate-barrel-bundle
models/items/axe/axe.blend,CC0,kev93,https://opengameart.org/content/low-poly-axe-0
models/items/hammer/hammer.blend,CC0,System G6,https://opengameart.org/content/medieval-tools-pack
models/items/hammer/hammerhead.blend,CC0,BlayTheNinth; System G6,https://seleneworlds.com; https://opengameart.org/content/medieval-tools-pack
models/items/handle/handle.blend,CC0,BlayTheNinth; kev93,https://seleneworlds.com; https://opengameart.org/content/low-poly-axe-0
models/items/mace/mace.blend,CC0,System G6,https://opengameart.org/content/medieval-weapon-pack
models/items/pickaxe/pickaxe.blend,CC0,System G6,https://opengameart.org/content/medieval-tools-pack
models/items/rolling_pin/rolling_pin.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/items/saw/saw.blend,CC0,System G6,https://opengameart.org/content/medieval-tools-pack
models/items/scythe/scythe.blend,CC0,System G6,https://opengameart.org/content/medieval-tools-pack
models/items/sickle/sickle.blend,CC0,System G6,https://opengameart.org/content/medieval-tools-pack
models/items/snowball/snowball.blend,CC0,oceancucumber,https://opengameart.org/content/low-poly-snow-ball
models/misc/beehive.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/misc/bonepile/bonepile.blend,CC0,BlayTheNinth; Paul Wortmann,https://seleneworlds.com; https://opengameart.org/content/spiked-head-and-skull
models/misc/cobweb.blend,CC0,p0ss,https://opengameart.org/content/spider-webs
models/misc/dead_sheep.blend,CC0,BlayTheNinth; quaternius,https://seleneworlds.com; https://opengameart.org/content/lowpoly-animated-farm-animal-pack
models/misc/rotting_skeleton.blend,CC0,BlayTheNinth; Gord Goodwin,https://seleneworlds.com; https://opengameart.org/content/skeleton-with-rig
models/misc/skull/skull.blend,CC0,BlayTheNinth; Paul Wortmann,https://seleneworlds.com; https://opengameart.org/content/spiked-head-and-skull
models/misc/spike_trap/spike_trap.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/passive_mobs/cow.blend,CC0,quaternius,https://opengameart.org/content/lowpoly-animated-farm-animal-pack
models/passive_mobs/deer.blend,CC0,CDmir,https://opengameart.org/content/old-deer-male
models/passive_mobs/pig.blend,CC0,quaternius,https://opengameart.org/content/lowpoly-animated-farm-animal-pack
models/passive_mobs/pug.blend,CC0,quaternius,https://opengameart.org/content/lowpoly-animated-farm-animal-pack
models/passive_mobs/rabbit.blend,CC0,CDmir,https://opengameart.org/content/rabbit-0
models/passive_mobs/sheep.blend,CC0,quaternius,https://opengameart.org/content/lowpoly-animated-farm-animal-pack
models/rocks/marker_stone.blend,CC0,BlayTheNinth; rubberduck,https://seleneworlds.com; https://opengameart.org/content/more-handpainted-rocks
models/rocks/rock_01.blend,CC0,Yughues,https://opengameart.org/content/rocks-0
models/rocks/rock_02.blend,CC0,Yughues,https://opengameart.org/content/rocks-0
models/rocks/rock_03.blend,CC0,Yughues,https://opengameart.org/content/rocks-0
models/rocks/rock_04.blend,CC0,Yughues,https://opengameart.org/content/rocks-0
models/rocks/rock_05.blend,CC0,Yughues,https://opengameart.org/content/rocks-0
models/rocks/small_rock_01.blend,CC0,rubberduck,https://opengameart.org/content/more-handpainted-rocks
models/rocks/small_rock_02.blend,CC0,rubberduck,https://opengameart.org/content/more-handpainted-rocks
models/rocks/small_rock_03.blend,CC0,rubberduck,https://opengameart.org/content/more-handpainted-rocks
models/rocks/stalagmites/stalagmites.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/banner_pole/banner_pole.blend,CC0,BlayTheNinth; Cethiel,https://seleneworlds.com; https://opengameart.org/content/angel-shield-effect
models/structures/battlements/battlements.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/battlements/battlements_corner.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/bridge/bridge.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/campfire/campfire.blend,CC0,System G6,https://opengameart.org/content/medieval-props-pack
models/structures/campfire/campfire_wood.blend,CC0,Saraskau,https://opengameart.org/content/low-poly-camping-assets
models/structures/campfire/cauldron.blend,CC0,Saraskau,https://opengameart.org/content/low-poly-camping-assets
models/structures/cart/cart.blend,CC0,System G6,https://opengameart.org/content/medieval-props-pack
models/structures/column/column.blend,CC0,XaosXV,https://opengameart.org/content/toscan-column-low-poly
models/structures/dead_tree_trunk/dead_tree.blend,CC0,System G6,https://opengameart.org/content/medieval-props-pack
models/structures/dock/dock.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/fountain/fountain_basin.blend,CC0,AnyRPG,https://opengameart.org/content/medieval-fountains
models/structures/fountain/fountain_round.blend,CC0,AnyRPG,https://opengameart.org/content/medieval-fountains
models/structures/gravestone/gravestone_01.blend,CC0,AssetQuest,https://opengameart.org/content/low-poly-halloween-kit
models/structures/gravestone/gravestone_02.blend,CC0,AssetQuest,https://opengameart.org/content/low-poly-halloween-kit
models/structures/gravestone/gravestone_03.blend,CC0,AssetQuest,https://opengameart.org/content/low-poly-halloween-kit
models/structures/hole/hole.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/ladder/ladder.blend,CC0,Simon Lübeß,https://opengameart.org/content/simple-ladder
models/structures/portal/portal.blend,CC0,HippoDevelopment,https://opengameart.org/content/low-poly-portal
models/structures/roof/roof.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/roof/roof_corner.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/roof_ledge/roof_ledge.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/scarecrow/scarecrow.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/signpost/signpost.blend,CC0,AnyRPG,https://opengameart.org/content/medieval-signs
models/structures/skullpost/skullpost.blend,CC0,Paul Wortmann,https://opengameart.org/content/spiked-head-and-skull
models/structures/statue/knight_statue.blend,CC0,yd,https://opengameart.org/content/knight-statue
models/structures/stonewall/*,CC0,BlayTheNinth; Texture Haven,https://seleneworlds.com; https://cc0-textures.com/t/th-aerial-rocks-02
models/structures/tower_roof/tower_roof.blend,CC0,BlayTheNinth,https://seleneworlds.com
models/structures/well.blend,CC0,Iconoclast,https://opengameart.org/content/covered-well
models/trees/*/*,CC0,BlayTheNinth; Mish7913; EasyTree,https://seleneworlds.com; https://opengameart.org/content/stump; https://extensions.blender.org/add-ons/easy-tree/
models/trees/palm.blend,CC0,FabinhoSC,https://opengameart.org/content/exotic-palms-lowpoly-style
models/walls/*,CC0,BlayTheNinth,https://seleneworlds.com
models/walls/basalt_bricks/*,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-056
models/walls/bricks/*,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-080-c
models/walls/dungeon/*,CC0,BlayTheNinth; Texture Haven,https://seleneworlds.com; https://cc0-textures.com/t/th-floor-bricks-02
models/walls/limestone/*,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-rocks-010
models/walls/rocks/*,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-gravel-020
models/walls/ruin/*,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-076-c
models/walls/sandstone_bricks/*,CC0,BlayTheNinth; Texture Haven,https://seleneworlds.com; https://cc0-textures.com/t/th-concrete-brick-wall-001
models/walls/stone_bricks/*,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-bricks-035
particles/*,CC0,BlayTheNinth; Kenney,https://seleneworlds.com; https://opengameart.org/content/particle-pack-80-sprites
tiles/carpet.png,CC0,CC0 Textures,https://cc0-textures.com/t/cc0t-fabric-029
tiles/dirt.png,CC0,Texture Haven,https://cc0-textures.com/t/th-baseball-playground
tiles/dungeon.png,CC0,Texture Haven,https://cc0-textures.com/t/th-coast-sand-05
tiles/farmland.png,CC0,Texture Haven,https://cc0-textures.com/t/th-brown-mud-03
tiles/forest.png,CC0,Texture Haven,https://cc0-textures.com/t/th-brown-mud-leaves-01
tiles/grass.png,CC0,CC0 Textures,https://cc0-textures.com/t/cc0t-grass-004
tiles/lava.png,CC0,CC0 Textures,https://cc0-textures.com/t/cc0t-lava-004
tiles/marble.png,CC0,Share Textures,https://cc0-textures.com/t/st-marble-15
tiles/parquet.png,CC0,Share Textures,https://cc0-textures.com/t/st-classic-parquet-10
tiles/road.png,CC0,Texture Haven,https://cc0-textures.com/t/th-cobblestone-floor-08
tiles/rocks.png,CC0,Texture Haven,https://cc0-textures.com/t/th-coral-fort-wall-02
tiles/roof.png,CC0,Texture Haven,https://cc0-textures.com/t/th-roof-tiles-14
tiles/sand.png,CC0,BlayTheNinth; CC0 Textures,https://seleneworlds.com; https://cc0-textures.com/t/cc0t-ground-055-s-small
tiles/snow.png,CC0,CC0 Textures,https://cc0-textures.com/t/cc0t-snow-003
tiles/wall.png,CC0,Share Textures,https://cc0-textures.com/t/st-concrete-27
tiles/water/*.png,CC0,BlayTheNinth,https://seleneworlds.com
